0.104913	0	0.004
0.109808	0.004	0.004125
0.114708	0.004125	0.00423438
0.114708	0.00423438	0.00433008
0.119608	0.00433008	0.00441382
0.119608	0.00441382	0.00448709
0.119609	0.00448709	0.0045512
0.119609	0.0045512	0.0046073
0.124508	0.0046073	0.00465639
0.124508	0.00465639	0.00469934
0.124509	0.00469934	0.00473692
0.124509	0.00473692	0.00476981
0.124509	0.00476981	0.00479858
0.124509	0.00479858	0.00482376
0.124509	0.00482376	0.00484579
0.125408	0.00484579	0.00499006
0.129408	0.00499006	0.0049913
0.129408	0.0049913	0.00499239
0.129409	0.00499239	0.00499334
0.129409	0.00499334	0.00499417
0.129409	0.00499417	0.0049949
0.129409	0.0049949	0.00499554
0.129409	0.00499554	0.0049961
0.129409	0.0049961	0.00499658
0.129409	0.00499658	0.00499701
0.129409	0.00499701	0.00499738
0.129409	0.00499738	0.00499771
0.129409	0.00499771	0.004998
0.129409	0.004998	0.00499825
0.130308	0.00499825	0.00512347
0.130308	0.00512347	0.00510803
0.130309	0.00510803	0.00509453
0.134308	0.00509453	0.00508271
0.134308	0.00508271	0.00507237
0.134309	0.00507237	0.00506333
0.134309	0.00506333	0.00505541
0.134309	0.00505541	0.00504848
0.134309	0.00504848	0.00504242
0.134309	0.00504242	0.00503712
0.134309	0.00503712	0.00503248
0.134309	0.00503248	0.00502842
0.134309	0.00502842	0.00502487
0.134309	0.00502487	0.00502176
0.134309	0.00502176	0.00501904
0.134309	0.00501904	0.00501666
0.134309	0.00501666	0.00501457
0.134309	0.00501457	0.00501275
0.13431	0.00501275	0.00501116
0.13431	0.00501116	0.00500976
0.13431	0.00500976	0.00500854
0.13431	0.00500854	0.00500747
0.13431	0.00500747	0.00500654
0.13431	0.00500654	0.00500572
0.13431	0.00500572	0.005005
0.13431	0.005005	0.00500438
0.13431	0.00500438	0.00500383
0.13431	0.00500383	0.00500335
0.135208	0.00500335	0.00512793
0.135208	0.00512793	0.00511194
0.135209	0.00511194	0.00509795
0.135209	0.00509795	0.0050857
0.135209	0.0050857	0.00507499
0.135209	0.00507499	0.00506562
0.135209	0.00506562	0.00505741
0.139208	0.00505741	0.00505024
0.139208	0.00505024	0.00504396
0.139209	0.00504396	0.00503846
0.139209	0.00503846	0.00503365
0.139209	0.00503365	0.00502945
0.139209	0.00502945	0.00502577
0.139209	0.00502577	0.00502254
0.139209	0.00502254	0.00501973
0.139209	0.00501973	0.00501726
0.139209	0.00501726	0.0050151
0.139209	0.0050151	0.00501321
0.139209	0.00501321	0.00501156
0.139209	0.00501156	0.00501012
0.139209	0.00501012	0.00500885
0.139209	0.00500885	0.00500774
0.13921	0.00500774	0.00500678
0.13921	0.00500678	0.00500593
0.13921	0.00500593	0.00500519
0.13921	0.00500519	0.00500454
0.13921	0.00500454	0.00500397
0.13921	0.00500397	0.00500347
0.13921	0.00500347	0.00500304
0.13921	0.00500304	0.00500266
0.13921	0.00500266	0.00500233
0.13921	0.00500233	0.00500203
0.13921	0.00500203	0.00500178
0.13921	0.00500178	0.00500156
0.13921	0.00500156	0.00500136
0.139211	0.00500136	0.00500119
0.139211	0.00500119	0.00500104
0.139211	0.00500104	0.00500091
0.139313	0.00500091	0.0050008
0.139313	0.0050008	0.0050007
0.139313	0.0050007	0.00500061
0.139313	0.00500061	0.00500053
0.139313	0.00500053	0.00500046
0.139313	0.00500046	0.00500041
0.139313	0.00500041	0.00500035
0.139313	0.00500035	0.00500031
0.139313	0.00500031	0.00500027
0.139313	0.00500027	0.00500024
0.139313	0.00500024	0.00500021
0.139313	0.00500021	0.00500018
0.139313	0.00500018	0.00500016
0.139314	0.00500016	0.00500014
0.139314	0.00500014	0.00500012
